RANK	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174
	0	1	0.8	0.85	0	0	1	1	1	0.0047	0.09	0.49	0.45	0.61	0	0	0.262	2	1	0	0	0	0	3	0.97	0.87	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	2	2	2	1	1	1	0.01	0.01	0	0.41	1	0	0	0	0.33	1	0.5	0	0.63	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.26	1	0.002	0	0	0	0.220408	1	-5	0	120	0	120	0	13.54	0	0	0	1	0.72	1	1	1	0	1	0.07	0	0.14	551.179993	0	0	-1	0.2	10	0	0	1	0.009	-1	2.48	0	0	1	0	1	149.610001	42.52	1	2.39	0.004	0.00071	0	0	0	1	0	0	0	0	0	1.26	0	0	0	0.765
	0	1	0.8	0.85	0	0	1	1	1	0.0047	0.09	0.49	0.45	0.61	0	0	0.262	2	1	0	0	0	0	3	0.97	0.87	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	2	2	2	1	1	1	0.01	0.01	0	0.41	1	0	0	0	0.33	1	0.5	0	0.63	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.26	1	0.002	0	0	0	0.220408	1	-5	0	120	0	120	0	13.54	0	0	0	1	0.72	1	1	1	0	1	0.07	0	0.14	551.179993	0	0	-1	0.2	10	0	0	1	0.009	-1	2.48	0	0	1	0	1	149.610001	42.52	1	2.39	0.004	0.00071	0	0	0	1	0	0	0	0	0	1.26	0	0	0	0.765
	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
/scene																																																																																																																																																																															
/scenario																																																																																																																																																																															
videos	2																																																																																																																																																																														
movie	song/HOLD.mp4	HOLD																																																																																																																																																																													
movie	song/Erg_4_3.mp4	ERG																																																																																																																																																																													
/videos																																																																																																																																																																															
photos	1																																																																																																																																																																														
album	captures																																																																																																																																																																														
/photos																																																																																																																																																																															
brushes	2																																																																																																																																																																														
ID	Pen_song_3D																																																																																																																																																																														
/brushes																																																																																																																																																																															
soundtracks	5																																																																																																																																																																														
track	DJ_NOR/DIVERSA.wav	DIV																																																																																																																																																																													
track	SoundInitiative/INFU.wav	SINI																																																																																																																																																																													
track	Malaussena/AteliersPortatifs_extract.wav	AP																																																																																																																																																																													
track	LYM/trailer_mix_v3.wav	LYM																																																																																																																																																																													
track	LYM/Hausfrau_2015_LolaAjima.wav	HFRAU																																																																																																																																																																													
/soundtracks																																																																																																																																																																															
palette_colors	7																																																																																																																																																																														
red_grenade_fruit	207	93	57	205	42	23	232	91	107																																																																																																																																																																						
sun	237	222	16	247	78	9	222	80	103																																																																																																																																																																						
green_leaves	81	200	12	161	217	45	249	160	32																																																																																																																																																																						
purples	200	51	255	98	17	209	183	47	66																																																																																																																																																																						
oranges	255	85	33	255	52	19	218	0	77																																																																																																																																																																						
greens	11	255	123	0	176	119	64	218	255																																																																																																																																																																						
blue_abyss	21	37	159	87	66	167	4	134	132																																																																																																																																																																						
/palette_colors																																																																																																																																																																															
color_presets	3																																																																																																																																																																														
blue	0.7375																																																																																																																																																																														
red	0.46875																																																																																																																																																																														
gold	0.1375																																																																																																																																																																														
/color_presets																																																																																																																																																																															
